city_name,country,co_aqi_value,ozone_aqi_value,no2_aqi_value,pm2.5_aqi_value,aqi_value,dominant_pollutant,aqi_category
Helsinki,Finland,21.7,34.3,0.7,1.8,30.4,Ozone,Good
Mexico City,Mexico,450.7,435.9,480,482,484.6,PM2.5,Hazardous
Mumbai,India,126.1,172.7,153,178.8,188.3,PM2.5,Unhealthy
Toronto,Canada,50.2,31,29.9,47.1,52.8,CO,Moderate
Beijing,China,110.3,175.3,126.6,177.8,186.2,PM2.5,Unhealthy
Seattle,USA,134.6,143.9,153.5,131.2,171.6,NO2,Unhealthy
Zabol,Iran,72.8,42.7,39.4,49.9,70.2,CO,Moderate
Melbourne,Australia,36.1,88.7,65.6,55.8,67.1,Ozone,Moderate
São Paulo,Brazil,28.3,76.9,50.9,48.1,86.7,Ozone,Moderate
Agra,India,25.6,49.6,67.3,61.6,53.8,NO2,Moderate
Brussels,Belgium,70.2,59.6,51.1,88.2,79.6,PM2.5,Moderate
Zabol,Iran,35,80.2,31.4,45.6,77.8,Ozone,Moderate
Paris,France,4.4,7.9,5.2,29.9,47.6,PM2.5,Good
Tianjin,China,114,152.6,156.4,155.3,185,NO2,Unhealthy
Portland,USA,227.9,225.8,182.7,280.9,235.2,PM2.5,Very Unhealthy
Guangzhou,China,177.8,173.5,130.1,145.4,154.7,CO,Unhealthy
Nairobi,Kenya,111.4,111,109.9,128.6,140,PM2.5,Unhealthy for Sensitive Groups
Agra,India,160,148.5,119.8,199,154.9,PM2.5,Unhealthy
Ulaanbaatar,Mongolia,99.7,80.4,88.1,118.5,129.9,PM2.5,Unhealthy for Sensitive Groups
Guangzhou,China,27.4,79.9,57.1,86.4,62.1,PM2.5,Moderate
Vancouver,Canada,66,63.2,34.8,70,95.9,PM2.5,Moderate
Copenhagen,Denmark,19.2,35.4,4.4,27.4,16.3,Ozone,Good
Auckland,New Zealand,55.8,78.3,41.6,37.2,97.5,Ozone,Moderate
Karachi,Pakistan,264.4,198.4,275.8,244.8,205.9,NO2,Very Unhealthy
Zurich,Switzerland,20.5,27.2,19.8,6.7,17.4,Ozone,Good
Rome,Italy,42.1,80.4,59.8,34.4,79.2,Ozone,Moderate
London,UK,415,378.5,407.9,374.4,457.1,CO,Hazardous
Tashkent,Uzbekistan,136.6,133.1,130.4,162.3,172,PM2.5,Unhealthy
Lima,Peru,311.9,278.7,302,444.8,399.5,PM2.5,Hazardous
Peshawar,Pakistan,277.2,235.8,205.5,295,216.1,PM2.5,Very Unhealthy
Kuala Lumpur,Malaysia,82.8,99.5,92,108.2,146,PM2.5,Unhealthy for Sensitive Groups
Sydney,Australia,104.2,122.1,69.6,99.9,110.4,Ozone,Unhealthy for Sensitive Groups
Taipei,Taiwan,123.3,130.4,105.6,108.2,139,Ozone,Unhealthy for Sensitive Groups
Manila,Philippines,25,54.5,60.2,43.1,72.3,NO2,Moderate
Allahabad,India,11.6,33.6,23.7,8.6,20.3,Ozone,Good
Wuhan,China,341.9,340.5,289.5,421.4,307.7,PM2.5,Hazardous
Helsinki,Finland,51.1,71.3,67.2,56,83.1,Ozone,Moderate
Wuhan,China,464.2,440.2,307.9,317.3,319.6,CO,Hazardous
Santiago,Chile,32.4,37,27.7,38.2,51.2,PM2.5,Moderate
Los Angeles,USA,184.7,289.8,209.3,272.6,284.4,Ozone,Very Unhealthy
Manila,Philippines,62,105.2,106,136.6,113.8,PM2.5,Unhealthy for Sensitive Groups
Vancouver,Canada,228.2,230.8,191.7,266.3,235,PM2.5,Very Unhealthy
Ulaanbaatar,Mongolia,133.3,180.8,121.9,139.7,188.9,Ozone,Unhealthy
Hong Kong,China,103.4,120.5,117.4,102.9,123.3,Ozone,Unhealthy for Sensitive Groups
Zabol,Iran,40.8,87,25.7,52.4,71.4,Ozone,Moderate
Paris,France,99.2,101.8,74.4,101.2,115.4,Ozone,Unhealthy for Sensitive Groups
Jakarta,Indonesia,148.8,144.7,139.2,141,187.2,CO,Unhealthy
Brussels,Belgium,71,137.7,100.3,118.8,113.5,Ozone,Unhealthy for Sensitive Groups
Bangkok,Thailand,22.1,20.1,13.3,25.7,36.6,PM2.5,Good
Oslo,Norway,67.4,65.1,37.4,53.1,99.4,CO,Moderate
Peshawar,Pakistan,220.9,192.7,211.8,213.6,219,CO,Very Unhealthy
Perth,Australia,57.7,48.7,33,73.2,69.6,PM2.5,Moderate
Kolkata,India,209.1,285.7,276.3,244.9,279.8,Ozone,Very Unhealthy
Santiago,Chile,91.1,129.5,84,109.9,125.2,Ozone,Unhealthy for Sensitive Groups
Athens,Greece,159.8,188.4,116.8,153.4,178.6,Ozone,Unhealthy
Gwalior,India,257.4,277.1,231.5,223.8,238.9,Ozone,Very Unhealthy
Helsinki,Finland,420.9,377.3,332.4,404.4,373.3,CO,Hazardous
Yangon,Myanmar,174,164.4,128.5,172.8,188.8,CO,Unhealthy
Calgary,Canada,110.9,183.9,133.8,154.4,151.2,Ozone,Unhealthy
Bangkok,Thailand,225,224.9,166.1,233.9,223.2,PM2.5,Very Unhealthy
Tianjin,China,284.9,391.9,369.7,485.8,498.1,PM2.5,Hazardous
Melbourne,Australia,40.4,86,46.2,72.6,85.6,Ozone,Moderate
Kuwait City,Kuwait,175.5,169.6,107.6,190.6,190.1,PM2.5,Unhealthy
Cape Town,South Africa,161.4,172.2,165.5,226.7,206.6,PM2.5,Very Unhealthy
Delhi,India,110.7,128.7,95.5,111.4,129.6,Ozone,Unhealthy for Sensitive Groups
Vancouver,Canada,281.8,306.4,354.6,288.9,377.8,NO2,Hazardous
Tianjin,China,270.8,282.6,258.7,241.4,219.7,Ozone,Very Unhealthy
Wellington,New Zealand,318.1,495.5,320.6,394,395.2,Ozone,Hazardous
Los Angeles,USA,118.8,133,134.3,152.9,185.2,PM2.5,Unhealthy
Raipur,India,276.4,374.3,288.3,444.6,405.1,PM2.5,Hazardous
Rio de Janeiro,Brazil,81.2,95.4,91.4,94.2,146.3,Ozone,Unhealthy for Sensitive Groups
Karachi,Pakistan,36.5,88,61.1,77.6,61.1,Ozone,Moderate
Patna,India,126.1,158.4,153,200,152.7,PM2.5,Unhealthy
Athens,Greece,74.5,81.7,92.6,89.7,137.2,NO2,Unhealthy for Sensitive Groups
Karachi,Pakistan,60.3,75,29.3,60,58.8,Ozone,Moderate
Reykjavik,Iceland,408.9,389.4,386.2,457.9,367.1,PM2.5,Hazardous
Mexico City,Mexico,26.4,6.6,9.8,29.9,5.9,PM2.5,Good
Chennai,India,433.3,319.1,380.2,399.2,415.5,CO,Hazardous
Wellington,New Zealand,120.4,180,152.4,137,197.4,Ozone,Unhealthy
Riyadh,Saudi Arabia,270.8,448.1,294.5,463.7,321.3,PM2.5,Hazardous
Singapore,Singapore,130,132.8,167.8,164.2,157.1,NO2,Unhealthy
Lima,Peru,151.8,177.2,106.9,193.7,173.5,PM2.5,Unhealthy
Patna,India,16.7,39.6,27.4,10.6,21.6,Ozone,Good
Sydney,Australia,133.8,138,148.4,179.4,183.5,PM2.5,Unhealthy
Tianjin,China,75.7,53.9,55,57.6,75.2,CO,Moderate
Kuwait City,Kuwait,435.7,352.1,356.5,290.5,490.7,CO,Hazardous
Raipur,India,9.3,37.2,28.9,32.9,31.2,Ozone,Good
Singapore,Singapore,55.2,43,65.3,38.2,75.6,NO2,Moderate
Rio de Janeiro,Brazil,58.6,47.3,67,45.2,88.9,NO2,Moderate
Brisbane,Australia,4.4,31.2,23.5,31.4,36.3,PM2.5,Good
Bucharest,Romania,57.2,44.3,44.5,39.3,86.3,CO,Moderate
Yangon,Myanmar,247.6,225.9,179.3,218,265.9,CO,Very Unhealthy
Oslo,Norway,4.8,0.8,15.1,25,8.6,PM2.5,Good
Helsinki,Finland,45.1,54,61.9,82,91.2,PM2.5,Moderate
Zabol,Iran,475.5,309.8,476.8,352.1,495.5,NO2,Hazardous
Zurich,Switzerland,115.6,109.2,119.4,85.8,121,NO2,Unhealthy for Sensitive Groups
Dhaka,Bangladesh,225.5,228.4,162.3,291.7,280.5,PM2.5,Very Unhealthy
Manila,Philippines,186.7,236.3,268.2,208.7,285.6,NO2,Very Unhealthy
Oslo,Norway,117.8,189.3,135.8,196.2,178.7,PM2.5,Unhealthy
Buenos Aires,Argentina,52.8,60.5,60.9,70.8,62.3,PM2.5,Moderate
Osaka,Japan,75.9,89,68.6,37.3,74.7,Ozone,Moderate
Melbourne,Australia,72.9,69.7,42.3,68.6,90.9,CO,Moderate
Guangzhou,China,112,122.8,127,198.3,196.7,PM2.5,Unhealthy
Calgary,Canada,412.1,422,328.4,299,405.3,Ozone,Hazardous
Tashkent,Uzbekistan,89,90,89.5,137.1,101.5,PM2.5,Unhealthy for Sensitive Groups
Tianjin,China,166.4,168.6,118,188.2,197.7,PM2.5,Unhealthy
Chengdu,China,240.5,282.5,164.1,257.7,242.6,Ozone,Very Unhealthy
Tianjin,China,65.1,92.8,105.9,103.8,118.6,NO2,Unhealthy for Sensitive Groups
Brussels,Belgium,66,127.8,62.7,84.7,108.6,Ozone,Unhealthy for Sensitive Groups
Bucharest,Romania,86.7,112.2,91.1,103.7,118.7,Ozone,Unhealthy for Sensitive Groups
Athens,Greece,271.2,353.9,447.4,477.7,420.1,PM2.5,Hazardous
Santiago,Chile,72.5,76.3,65.6,80.2,66.3,PM2.5,Moderate
Peshawar,Pakistan,80.2,82.4,111.8,138.1,122.6,PM2.5,Unhealthy for Sensitive Groups
Delhi,India,159.7,169.3,143,157.4,192.3,Ozone,Unhealthy
Allahabad,India,12,3,20.7,1.1,3.3,NO2,Good
Madrid,Spain,278.3,317.6,263.9,425.6,472.8,PM2.5,Hazardous
Bucharest,Romania,178.2,146.3,164.5,182.2,151,PM2.5,Unhealthy
Kuala Lumpur,Malaysia,232.1,191.7,170.1,275.5,244.6,PM2.5,Very Unhealthy
Rome,Italy,68.3,99.5,91.1,97.9,144.4,Ozone,Unhealthy for Sensitive Groups
Hanoi,Vietnam,155.7,164.8,123.8,137.1,188.8,Ozone,Unhealthy
Calgary,Canada,160.4,147.3,118.2,180.2,170.9,PM2.5,Unhealthy
Kolkata,India,120.3,134,169.7,168.3,161.5,NO2,Unhealthy
Melbourne,Australia,2.7,34.2,29.3,15.1,24.6,Ozone,Good
Buenos Aires,Argentina,0.4,27.7,6.5,23.3,46.4,Ozone,Good
Amsterdam,Netherlands,179.5,157.7,114.2,148.9,172,CO,Unhealthy
Tehran,Iran,273,462.3,386.1,365,463.3,Ozone,Hazardous
Prague,Czech Republic,4.9,31.7,11.5,8.7,26.2,Ozone,Good
Kuwait City,Kuwait,24.1,60.1,61.3,83.5,71.7,PM2.5,Moderate
New York,USA,162.9,159.1,113.5,131.4,169.4,CO,Unhealthy
Vienna,Austria,45,62.7,28.2,87.4,74.5,PM2.5,Moderate
Bangalore,India,224.9,176.5,220.5,226.8,289.7,PM2.5,Very Unhealthy
Budapest,Hungary,164.4,129.5,136.6,168.1,174.4,PM2.5,Unhealthy
Honolulu,USA,159.8,121.4,115,177.4,173.9,PM2.5,Unhealthy
Stockholm,Sweden,191.6,173.8,202.1,295.6,203.9,PM2.5,Very Unhealthy
Helsinki,Finland,176.7,237.2,266.7,256.6,252.2,NO2,Very Unhealthy
Singapore,Singapore,451,312.3,324.5,404,459,CO,Hazardous
Istanbul,Turkey,196.6,288.7,268.7,192.2,282,Ozone,Very Unhealthy
Gwalior,India,12.9,18.8,5.4,8.2,33.8,Ozone,Good
Santiago,Chile,219.6,229.8,220.9,199.3,293.6,Ozone,Very Unhealthy
Ulaanbaatar,Mongolia,275.2,326.7,400.1,385.5,378.3,NO2,Hazardous
Mexico City,Mexico,137,173.6,174.2,157.7,158.1,NO2,Unhealthy
Baghdad,Iraq,315.6,370.1,368.4,300.1,452.7,Ozone,Hazardous
Kuwait City,Kuwait,164.4,171.6,134.4,181.5,160.9,PM2.5,Unhealthy
Tokyo,Japan,133.1,143.8,106.7,133.2,161.9,Ozone,Unhealthy
London,UK,256.4,205.2,213.6,277.7,257.6,PM2.5,Very Unhealthy
Copenhagen,Denmark,444.3,305.7,420.6,320.7,381.6,CO,Hazardous
Athens,Greece,3.2,11.7,13,27,29.4,PM2.5,Good
Osaka,Japan,99,108.5,114.4,117.9,124.5,PM2.5,Unhealthy for Sensitive Groups
Chengdu,China,485.2,449.4,422.8,452.5,396,CO,Hazardous
Portland,USA,79.2,74.5,75.1,80.5,122.4,PM2.5,Unhealthy for Sensitive Groups
Perth,Australia,293.9,363.6,347.3,347.9,357.8,Ozone,Hazardous
Tianjin,China,186.6,251.3,231.8,239.6,235.8,Ozone,Very Unhealthy
Los Angeles,USA,71.7,63.2,39.9,87.4,83.4,PM2.5,Moderate
Toronto,Canada,171.7,156.4,104.9,176.2,151.8,PM2.5,Unhealthy
Tianjin,China,312.5,457.6,334.4,351.6,352,Ozone,Hazardous
Guangzhou,China,28.9,16.1,23.4,2.6,15.9,CO,Good
Sydney,Australia,8.6,32.4,6.7,3.5,17.1,Ozone,Good
Zurich,Switzerland,15.5,32.9,10.7,25,1.3,Ozone,Good
Ulaanbaatar,Mongolia,192.8,220.6,176.9,284.1,226.9,PM2.5,Very Unhealthy
Kuwait City,Kuwait,187.1,188.4,184.7,292.1,275.1,PM2.5,Very Unhealthy
Budapest,Hungary,262.5,499.6,327,472.7,455,Ozone,Hazardous
Ho Chi Minh City,Vietnam,7.8,20.3,25.5,26.1,40,PM2.5,Good
Riyadh,Saudi Arabia,87.2,126.8,110.4,83,122,Ozone,Unhealthy for Sensitive Groups
Portland,USA,473.9,356.8,354.9,353.6,485.1,CO,Hazardous
Berlin,Germany,111.1,130.2,118.5,85.9,121.1,Ozone,Unhealthy for Sensitive Groups
Ulaanbaatar,Mongolia,286.9,386.7,311.7,363,331.3,Ozone,Hazardous
Tianjin,China,78.5,58.2,67.9,84.4,98.7,PM2.5,Moderate
Cape Town,South Africa,116.1,172.8,119.4,167.2,184.1,Ozone,Unhealthy
Tashkent,Uzbekistan,180.9,266.4,191.8,275.4,295.7,PM2.5,Very Unhealthy
Patna,India,178.5,186.5,100.5,148.9,186,Ozone,Unhealthy
Vienna,Austria,37.3,67.9,25.1,66.7,88.3,Ozone,Moderate
Zabol,Iran,21.4,29.9,26.2,26.2,21.4,Ozone,Good
Reykjavik,Iceland,4.5,35.5,6.7,28.8,3.2,Ozone,Good
Zurich,Switzerland,118.7,104,62.5,130.1,116.9,PM2.5,Unhealthy for Sensitive Groups
Auckland,New Zealand,78.1,77.8,40.2,89.6,89.1,PM2.5,Moderate
Rome,Italy,4.7,17.4,20.7,12.6,34,NO2,Good
Tianjin,China,263,256.9,251.1,236.2,240.3,CO,Very Unhealthy
Kabul,Afghanistan,29.3,49.1,55.7,34.3,71.9,NO2,Moderate
Honolulu,USA,232.3,273,203.6,272.5,285.4,Ozone,Very Unhealthy
Karachi,Pakistan,20.6,79.7,64.7,61.7,73.1,Ozone,Moderate
Baghdad,Iraq,44.7,72.1,66.9,47.6,94.8,Ozone,Moderate
Chicago,USA,118.8,109.9,72.5,82.5,129.7,CO,Unhealthy for Sensitive Groups
Tokyo,Japan,65.8,71.1,108.7,88.9,105.5,NO2,Unhealthy for Sensitive Groups
Agra,India,162,244.1,188.8,237.4,250.2,Ozone,Very Unhealthy
Berlin,Germany,27.6,18.2,14.3,24.5,34,CO,Good
Peshawar,Pakistan,414.6,426.2,419.8,475.7,451,PM2.5,Hazardous
Zabol,Iran,3.7,4.3,13.4,22.7,46.3,PM2.5,Good
Karachi,Pakistan,7.5,39.5,17.7,28.4,27.7,Ozone,Good
Taipei,Taiwan,230.8,194.3,268.5,298,283.4,PM2.5,Very Unhealthy
Portland,USA,79.8,88.5,53.4,66.2,73,Ozone,Moderate
Lima,Peru,20.8,37.8,68.9,76.2,69,PM2.5,Moderate
Zabol,Iran,22.4,2,17.9,28.2,28.5,PM2.5,Good
Reykjavik,Iceland,246,217.3,177.3,279.1,253.9,PM2.5,Very Unhealthy
Zabol,Iran,69.8,35.9,56.5,38.7,58.4,CO,Moderate
Vienna,Austria,168.9,177.6,138.5,153.5,181.8,Ozone,Unhealthy
Dubai,UAE,295.7,312,313.6,475.5,358.8,PM2.5,Hazardous
Chicago,USA,210.2,277.2,254.2,206.5,246,Ozone,Very Unhealthy
Mexico City,Mexico,287.7,269.4,352.6,466.5,314.3,PM2.5,Hazardous
Shanghai,China,81.7,122.6,104.4,138.8,118.7,PM2.5,Unhealthy for Sensitive Groups
Amsterdam,Netherlands,385.5,281.6,453.4,351.9,393.2,NO2,Hazardous
Dhaka,Bangladesh,153.3,169.6,149.9,154.3,159.5,Ozone,Unhealthy
Chicago,USA,92.6,76.9,105.9,116.2,137.2,PM2.5,Unhealthy for Sensitive Groups
Warsaw,Poland,66.5,139.3,61.9,92.5,103.6,Ozone,Unhealthy for Sensitive Groups
Colombo,Sri Lanka,28.6,44.6,46.2,56.2,55.6,PM2.5,Moderate
Casablanca,Morocco,119.5,93.2,93,116.8,138.4,CO,Unhealthy for Sensitive Groups
Dublin,Ireland,11.1,7.5,15.1,8.3,21.7,NO2,Good
Dublin,Ireland,161.1,157.1,170.8,160.9,183.9,NO2,Unhealthy
Kathmandu,Nepal,170.1,125.3,161,145.1,152.9,CO,Unhealthy
Kathmandu,Nepal,19.7,16.5,17.2,26.4,43.7,PM2.5,Good
Prague,Czech Republic,21.2,83.3,37.7,60.9,77.5,Ozone,Moderate
London,UK,10.1,39.2,7.2,34.9,44.9,Ozone,Good
Mexico City,Mexico,470.6,269.8,426.8,288.3,338.1,CO,Hazardous
Wellington,New Zealand,31.4,69.5,36.2,63.1,82.4,Ozone,Moderate
Lahore,Pakistan,175.6,168.1,170.1,185.7,156.6,PM2.5,Unhealthy
Raipur,India,467.5,317.3,400.1,469.5,404.3,PM2.5,Hazardous
Seattle,USA,306.2,288.5,321.8,347.2,370.4,PM2.5,Hazardous
Seattle,USA,55,85.9,68.5,43,77.4,Ozone,Moderate
Vienna,Austria,178.5,137.2,109.5,136.2,158.3,CO,Unhealthy
Osaka,Japan,58.1,71.4,39.8,46.5,53.5,Ozone,Moderate
Johannesburg,South Africa,77.9,85.7,69,113.3,143.8,PM2.5,Unhealthy for Sensitive Groups
Chengdu,China,21.2,62.7,50.1,61.6,69.1,Ozone,Moderate
Johannesburg,South Africa,213.9,275.1,261.6,286.8,257.5,PM2.5,Very Unhealthy
Los Angeles,USA,343.2,393.6,448.5,377.3,379.6,NO2,Hazardous
Faridabad,India,57.4,79.6,38.2,84.1,76.6,PM2.5,Moderate
Shanghai,China,168.8,161.9,133.5,199.9,175.1,PM2.5,Unhealthy
Calgary,Canada,34.9,63.7,52.9,43.5,63.5,Ozone,Moderate
Casablanca,Morocco,77.6,108.7,84.3,139.5,114.7,PM2.5,Unhealthy for Sensitive Groups
Tashkent,Uzbekistan,457,444,453.4,309.5,489.8,CO,Hazardous
Agra,India,151.9,141,150.8,198.8,196.8,PM2.5,Unhealthy
Riyadh,Saudi Arabia,161.3,130.1,174.3,194.5,182.7,PM2.5,Unhealthy
Cape Town,South Africa,358.9,395,372.4,290.5,491.8,Ozone,Hazardous
Zurich,Switzerland,7.8,20.7,7.8,17,47,Ozone,Good
Bangalore,India,86.7,118.3,84.8,132.1,112.9,PM2.5,Unhealthy for Sensitive Groups
Nairobi,Kenya,132.8,153.3,104.9,143,171.5,Ozone,Unhealthy
Allahabad,India,155,120.7,123.7,179.9,163.8,PM2.5,Unhealthy
Reykjavik,Iceland,60.7,118.8,107.2,132.7,114.7,PM2.5,Unhealthy for Sensitive Groups
Karachi,Pakistan,205.5,205.3,240.4,275.8,230.4,PM2.5,Very Unhealthy
Sydney,Australia,131.4,169.9,134.7,163.1,163,Ozone,Unhealthy
Guangzhou,China,114.1,167,165.5,180.9,180.6,PM2.5,Unhealthy
Bangkok,Thailand,410.7,333.3,270.9,314.6,307,CO,Hazardous
Ho Chi Minh City,Vietnam,29,40.7,42.9,61.5,94.5,PM2.5,Moderate
Bangkok,Thailand,83.1,117.7,78,91.7,121.8,Ozone,Unhealthy for Sensitive Groups
Peshawar,Pakistan,125.6,185.1,142.8,186.2,194.3,PM2.5,Unhealthy
Bangalore,India,49.6,50.4,53.6,42.2,84.5,NO2,Moderate
Reykjavik,Iceland,8.3,29.3,23.5,34.9,40.6,PM2.5,Good
Casablanca,Morocco,19.4,37.3,2.3,11.4,46.6,Ozone,Good
Seoul,South Korea,51.6,77.5,61.5,68.4,82.4,Ozone,Moderate
Chicago,USA,327.7,481.1,401.8,350.2,369.5,Ozone,Hazardous
Vancouver,Canada,74.8,42.5,70.7,40.2,91.1,CO,Moderate
Peshawar,Pakistan,55.2,71.3,71,52.1,74.8,Ozone,Moderate
Jakarta,Indonesia,73.9,34.4,44,69.7,97,CO,Moderate
London,UK,14.3,17.8,29.4,6,7.3,NO2,Good
Paris,France,27,5.5,3.1,15.2,25.4,CO,Good
Madrid,Spain,0.3,4,18.3,16.8,24.6,NO2,Good
Brisbane,Australia,18,31.3,14.4,13.4,42.8,Ozone,Good
Bogota,Colombia,38.9,43,68.9,83.2,60.4,PM2.5,Moderate
Beijing,China,157.4,124.1,111.5,188.9,187.8,PM2.5,Unhealthy
Peshawar,Pakistan,262.7,176.6,212.5,241.5,265.1,CO,Very Unhealthy
Delhi,India,82.7,127.7,96.8,104,120.8,Ozone,Unhealthy for Sensitive Groups
Wuhan,China,263.2,335.7,285.8,435.8,393.3,PM2.5,Hazardous
Mumbai,India,148.8,141.9,104.9,194.8,160.9,PM2.5,Unhealthy
Hyderabad,India,280.2,437.6,383.3,380.5,430.7,Ozone,Hazardous
Singapore,Singapore,150.9,151.3,133.5,191.2,169.8,PM2.5,Unhealthy
Jakarta,Indonesia,149.1,182.7,172.6,134.4,158.5,Ozone,Unhealthy
Chennai,India,120.3,137.6,140.1,135.1,156,NO2,Unhealthy
Brussels,Belgium,74.3,73.3,45.7,41,79.3,CO,Moderate
London,UK,214.4,276.9,237.1,278.2,234.2,PM2.5,Very Unhealthy
Wellington,New Zealand,118.2,181.3,162,145.6,161.3,Ozone,Unhealthy
Colombo,Sri Lanka,15.1,19.8,26.9,22.8,7.2,NO2,Good
Tehran,Iran,198.5,277.7,167.6,238,203.4,Ozone,Very Unhealthy
Dhaka,Bangladesh,129.6,131.1,64.8,98.8,147.1,Ozone,Unhealthy for Sensitive Groups
Shanghai,China,111,125.7,116.2,107.8,143.2,Ozone,Unhealthy for Sensitive Groups
Nairobi,Kenya,41.9,33.3,34.4,89.1,95.1,PM2.5,Moderate
Tianjin,China,196,266.4,248.3,247.2,264.2,Ozone,Very Unhealthy
Casablanca,Morocco,165.8,137,136.2,170.6,153.4,PM2.5,Unhealthy
Bogota,Colombia,14.3,0.3,20.1,11,21.9,NO2,Good
Karachi,Pakistan,262.7,190.1,269.4,207.9,293.4,NO2,Very Unhealthy
Athens,Greece,74.6,89.6,69.7,105.6,142.9,PM2.5,Unhealthy for Sensitive Groups
Brussels,Belgium,268.8,382.8,351,363.1,467.3,Ozone,Hazardous
Zabol,Iran,37.9,57.5,70.6,62.4,66.1,NO2,Moderate
Yangon,Myanmar,36.7,57.1,44.6,43.1,71.9,Ozone,Moderate
Raipur,India,92.7,122.3,108,110.4,105.9,Ozone,Unhealthy for Sensitive Groups
Madrid,Spain,467.1,415.8,488,421.9,380.3,NO2,Hazardous
Wuhan,China,236.7,218.1,220.1,244.2,259.5,PM2.5,Very Unhealthy
Osaka,Japan,94.5,105.4,89.6,100.2,101.1,Ozone,Unhealthy for Sensitive Groups
Stockholm,Sweden,137.4,129.9,157.3,179.2,198.9,PM2.5,Unhealthy
Yangon,Myanmar,253.4,361.8,448.9,350.1,420.7,NO2,Hazardous
Vancouver,Canada,277.3,471.1,477.6,450.1,319.8,NO2,Hazardous
Wuhan,China,411.2,388.5,363.2,338.3,393.7,CO,Hazardous
Sydney,Australia,123.2,178.7,147.9,154.1,189.5,Ozone,Unhealthy
Buenos Aires,Argentina,162.4,243.4,244.1,270.6,254.3,PM2.5,Very Unhealthy
Tehran,Iran,39.9,63.1,53.8,70.9,79.4,PM2.5,Moderate
Agra,India,81.1,99.3,67.2,106,105.1,PM2.5,Unhealthy for Sensitive Groups
Osaka,Japan,122.7,155.9,145.4,164,185.2,PM2.5,Unhealthy
Melbourne,Australia,72.2,31.2,58.3,86.1,54.5,PM2.5,Moderate
Karachi,Pakistan,200,285.7,195.8,228.7,217,Ozone,Very Unhealthy
Vancouver,Canada,223.2,183.2,219.8,276.9,281.8,PM2.5,Very Unhealthy
Cape Town,South Africa,7.8,9.8,26.2,0.9,1,NO2,Good
Tehran,Iran,4.9,36.8,25.1,30.7,30.8,Ozone,Good
Bangkok,Thailand,222.1,178.9,225.4,275.5,278.4,PM2.5,Very Unhealthy
Tokyo,Japan,220.7,225.7,220.6,273.2,271.1,PM2.5,Very Unhealthy
Bangkok,Thailand,139.5,172.5,118.4,192.8,173,PM2.5,Unhealthy
London,UK,209.2,243.7,201.6,256.9,240.5,PM2.5,Very Unhealthy
Casablanca,Morocco,282.1,497.8,360.2,343.9,455.1,Ozone,Hazardous
Karachi,Pakistan,167.8,172.3,171.5,238.3,274.6,PM2.5,Very Unhealthy
Lahore,Pakistan,9.6,29.9,8.9,27.5,25.9,Ozone,Good
Portland,USA,340.7,464.5,436.6,369.5,342.3,Ozone,Hazardous
Bucharest,Romania,179,267.6,238.4,197.8,293.6,Ozone,Very Unhealthy
Buenos Aires,Argentina,32.3,74.8,40.6,34.8,66.8,Ozone,Moderate
Mumbai,India,84,75.2,98.2,126.9,120,PM2.5,Unhealthy for Sensitive Groups
Stockholm,Sweden,19,34.8,11.5,7.9,14.7,Ozone,Good
Riyadh,Saudi Arabia,327.2,289.9,400,334.5,476,NO2,Hazardous
Hyderabad,India,61.4,67,49.4,34.3,51.4,Ozone,Moderate
São Paulo,Brazil,300,364.6,328.6,396.3,453.3,PM2.5,Hazardous
Zurich,Switzerland,96.7,130.7,101.3,90.3,118.1,Ozone,Unhealthy for Sensitive Groups
Beijing,China,120.1,155.1,168.3,142.6,162.9,NO2,Unhealthy
Buenos Aires,Argentina,350.1,373.7,382.9,331.5,487.3,NO2,Hazardous
Dhaka,Bangladesh,173.3,144.8,119.5,199.7,154.8,PM2.5,Unhealthy
São Paulo,Brazil,232,220.8,277.7,267.4,201.3,NO2,Very Unhealthy
Honolulu,USA,15.2,18.1,15.2,10.2,10,Ozone,Good
Wuhan,China,164.2,157.9,132.6,182.5,193.5,PM2.5,Unhealthy
Linfen,China,67,50.7,48.2,87.9,74.2,PM2.5,Moderate
Dubai,UAE,116.8,165.5,153.4,173.7,182.2,PM2.5,Unhealthy
Cape Town,South Africa,83,122.2,72.7,135.1,106.8,PM2.5,Unhealthy for Sensitive Groups
Raipur,India,23.3,1.3,15,27.4,29.1,PM2.5,Good
Budapest,Hungary,15.9,12.9,8.1,26.1,36.5,PM2.5,Good
London,UK,128.3,144.3,169.6,186.7,181.2,PM2.5,Unhealthy
Sydney,Australia,126.4,134.1,104.7,195.9,188.8,PM2.5,Unhealthy
Delhi,India,209.8,249.9,220.7,192.2,274,Ozone,Very Unhealthy
Allahabad,India,131.3,160.2,127.5,144.6,191.5,Ozone,Unhealthy
Rawalpindi,Pakistan,34.2,75.6,72.8,79.4,53.4,PM2.5,Moderate
Tokyo,Japan,89,138.7,77.4,85.3,144.2,Ozone,Unhealthy for Sensitive Groups
Istanbul,Turkey,132.1,121.3,116.3,195.6,184.2,PM2.5,Unhealthy
Dublin,Ireland,36.2,53.7,59.2,65.6,76.5,PM2.5,Moderate
Seattle,USA,68.1,50.7,60,70.6,94.3,PM2.5,Moderate
Rome,Italy,176.1,244.9,239.2,229.3,284.5,Ozone,Very Unhealthy
Tehran,Iran,253.8,195.6,277.1,214.3,264.7,NO2,Very Unhealthy
